S. No,District Code,District,Block Code,Block Name,PC No.,PC Name,AC No.,AC Name,Gram Panchayat Code,Gram Panchayat
1732,311,Uttar Dinajpur,2880,Goalpokhar-I,5,Raiganj,30,Goalpokhar,109275,Lodhan
1733,311,Uttar Dinajpur,2880,Goalpokhar-I,5,Raiganj,30,Goalpokhar,109278,Pokharia
1734,311,Uttar Dinajpur,2880,Goalpokhar-I,5,Raiganj,30,Goalpokhar,109273,Jaingaon
1735,311,Uttar Dinajpur,2879,Goalpokhar Ii,5,Raiganj,31,Chakulia,109265,Surjapur-Ii
1736,311,Uttar Dinajpur,2879,Goalpokhar Ii,5,Raiganj,31,Chakulia,109263,Sahapur-Ii
1737,311,Uttar Dinajpur,2879,Goalpokhar Ii,5,Raiganj,31,Chakulia,109261,Nijampur-Ii
1738,311,Uttar Dinajpur,2879,Goalpokhar Ii,5,Raiganj,31,Chakulia,109258,Chakulia
1739,311,Uttar Dinajpur,2879,Goalpokhar Ii,5,Raiganj,31,Chakulia,109266,Toriyal
1740,311,Uttar Dinajpur,2879,Goalpokhar Ii,5,Raiganj,31,Chakulia,109264,Surjapur-I
1741,311,Uttar Dinajpur,2879,Goalpokhar Ii,5,Raiganj,31,Chakulia,109260,Nijampur-I
1742,311,Uttar Dinajpur,2879,Goalpokhar Ii,5,Raiganj,31,Chakulia,109257,Bidyanandapur
1743,311,Uttar Dinajpur,2879,Goalpokhar Ii,5,Raiganj,31,Chakulia,109256,Belon
1744,311,Uttar Dinajpur,2879,Goalpokhar Ii,5,Raiganj,31,Chakulia,109259,Kanki
1745,311,Uttar Dinajpur,2879,Goalpokhar Ii,5,Raiganj,31,Chakulia,109262,Sahapur-I
1746,311,Uttar Dinajpur,2881,Hemtabad,5,Raiganj,33,Hemtabad ,109281,Bangalbari
1747,311,Uttar Dinajpur,2881,Hemtabad,5,Raiganj,33,Hemtabad ,109285,Naoda
1748,311,Uttar Dinajpur,2881,Hemtabad,5,Raiganj,33,Hemtabad ,109283,Chainagar
1749,311,Uttar Dinajpur,2881,Hemtabad,5,Raiganj,33,Hemtabad ,109284,Hemtabad
1750,311,Uttar Dinajpur,2881,Hemtabad,5,Raiganj,33,Hemtabad ,109282,Bishnupur
1751,311,Uttar Dinajpur,2883,Itahar,6,Balurghat,36,Itahar ,109310,Surun-Ii
1752,311,Uttar Dinajpur,2883,Itahar,6,Balurghat,36,Itahar ,109305,Joyhat
1753,311,Uttar Dinajpur,2883,Itahar,6,Balurghat,36,Itahar ,109301,Durlovpur
1754,311,Uttar Dinajpur,2883,Itahar,6,Balurghat,36,Itahar ,109304,Itahar
1755,311,Uttar Dinajpur,2883,Itahar,6,Balurghat,36,Itahar ,109307,Marnai
1756,311,Uttar Dinajpur,2883,Itahar,6,Balurghat,36,Itahar ,109300,Durgapur
1757,311,Uttar Dinajpur,2883,Itahar,6,Balurghat,36,Itahar ,109303,Gulandar-Ii
1758,311,Uttar Dinajpur,2883,Itahar,6,Balurghat,36,Itahar ,109309,Surun-I
1759,311,Uttar Dinajpur,2883,Itahar,6,Balurghat,36,Itahar ,109302,Gulandar-I
1760,311,Uttar Dinajpur,2883,Itahar,6,Balurghat,36,Itahar ,109299,Chhayghara
1761,311,Uttar Dinajpur,2883,Itahar,6,Balurghat,36,Itahar ,109306,Kapasia
1762,311,Uttar Dinajpur,2883,Itahar,6,Balurghat,36,Itahar ,109308,Patirajpur
1763,311,Uttar Dinajpur,2884,Kaliaganj,5,Raiganj,34,Kaliaganj ,109311,Anantapur
1764,311,Uttar Dinajpur,2884,Kaliaganj,5,Raiganj,34,Kaliaganj ,109314,Bochadanga
1765,311,Uttar Dinajpur,2884,Kaliaganj,5,Raiganj,34,Kaliaganj ,109318,Radhikapur
1766,311,Uttar Dinajpur,2884,Kaliaganj,5,Raiganj,34,Kaliaganj ,109312,Baruna
1767,311,Uttar Dinajpur,2884,Kaliaganj,5,Raiganj,34,Kaliaganj ,109313,Bhandar
1768,311,Uttar Dinajpur,2884,Kaliaganj,5,Raiganj,34,Kaliaganj ,109317,Mustafanagar
1769,311,Uttar Dinajpur,2884,Kaliaganj,5,Raiganj,34,Kaliaganj ,109316,Malgaon
1770,311,Uttar Dinajpur,2884,Kaliaganj,5,Raiganj,34,Kaliaganj ,109315,Dhankoil
1771,311,Uttar Dinajpur,2886,Raiganj,5,Raiganj,35,Raiganj ,109339,Kamalabari-I
1772,311,Uttar Dinajpur,2886,Raiganj,5,Raiganj,35,Raiganj ,109342,Maraikura
1773,311,Uttar Dinajpur,2886,Raiganj,5,Raiganj,35,Raiganj ,109337,Gouri
1774,311,Uttar Dinajpur,2886,Raiganj,5,Raiganj,35,Raiganj ,109332,Bahin
1775,311,Uttar Dinajpur,2886,Raiganj,5,Raiganj,35,Raiganj ,109340,Kamalabari-Ii
1776,314,Jalpaiguri,2923,Jalpaiguri,3,Jalpaiguri ,17,Jalpaiguri ,109770,Nagar Berubari
1777,314,Jalpaiguri,2923,Jalpaiguri,3,Jalpaiguri ,17,Jalpaiguri ,109764,Boalmari-Nandanpur
1778,314,Jalpaiguri,2923,Jalpaiguri,3,Jalpaiguri ,17,Jalpaiguri ,109760,Arabinda
1779,314,Jalpaiguri,2923,Jalpaiguri,3,Jalpaiguri ,17,Jalpaiguri ,109767,Kharija-Berubari-I
1780,314,Jalpaiguri,2923,Jalpaiguri,3,Jalpaiguri ,17,Jalpaiguri ,109773,South Berubari
1781,314,Jalpaiguri,2923,Jalpaiguri,3,Jalpaiguri ,17,Jalpaiguri ,109765,Garalbari
1782,314,Jalpaiguri,2923,Jalpaiguri,3,Jalpaiguri ,17,Jalpaiguri ,109766,Kharia
1783,314,Jalpaiguri,2923,Jalpaiguri,3,Jalpaiguri ,17,Jalpaiguri ,109761,Bahadur
1784,314,Jalpaiguri,7484,Kranti,3,Jalpaiguri ,20,Mal ,109813,Moulani
1785,314,Jalpaiguri,7484,Kranti,3,Jalpaiguri ,20,Mal ,109815,Rajadanga
1786,314,Jalpaiguri,7484,Kranti,3,Jalpaiguri ,20,Mal ,109808,Chapadanga
1787,314,Jalpaiguri,7484,Kranti,3,Jalpaiguri ,20,Mal ,109810,Jkranti
1788,314,Jalpaiguri,7484,Kranti,3,Jalpaiguri ,20,Mal ,109812,Lataguri
1789,314,Jalpaiguri,2927,Mal,3,Jalpaiguri ,20,Mal ,109807,Changmari
1790,314,Jalpaiguri,2927,Mal,3,Jalpaiguri ,20,Mal ,109806,Bagrakot
1791,314,Jalpaiguri,2927,Mal,3,Jalpaiguri ,20,Mal ,109809,Damdim
1792,314,Jalpaiguri,2927,Mal,3,Jalpaiguri ,20,Mal ,109811,Kumlai
1793,314,Jalpaiguri,2927,Mal,3,Jalpaiguri ,20,Mal ,109814,Odlabari
1794,314,Jalpaiguri,2927,Mal,3,Jalpaiguri ,20,Mal ,109816,Rangamati
1795,314,Jalpaiguri,2927,Mal,3,Jalpaiguri ,20,Mal ,109817,Tesimala
1796,314,Jalpaiguri,2928,Matiali,2,Alipurduars ,21,Nagrakata ,109821,Matiali-Batabari-I
1797,314,Jalpaiguri,2928,Matiali,2,Alipurduars ,21,Nagrakata ,109818,Bidhannagar
1798,314,Jalpaiguri,2928,Matiali,2,Alipurduars ,21,Nagrakata ,109822,Matiali-Batabari-Ii
1799,314,Jalpaiguri,2928,Matiali,2,Alipurduars ,21,Nagrakata ,109820,Matiali Hat
1800,314,Jalpaiguri,2928,Matiali,2,Alipurduars ,21,Nagrakata ,109819,Indong-Matiali
1801,314,Jalpaiguri,2929,Maynaguri,3,Jalpaiguri ,16,Maynaguri ,109823,Amguri
1802,314,Jalpaiguri,2929,Maynaguri,3,Jalpaiguri ,16,Maynaguri ,109833,Maynaguri
1803,314,Jalpaiguri,2929,Maynaguri,3,Jalpaiguri ,16,Maynaguri ,109835,Padamoti-Ii
1804,314,Jalpaiguri,2929,Maynaguri,3,Jalpaiguri ,16,Maynaguri ,109834,Padamoti-I
1805,314,Jalpaiguri,2929,Maynaguri,3,Jalpaiguri ,16,Maynaguri ,109828,Domohoni-Ii
1806,314,Jalpaiguri,2929,Maynaguri,3,Jalpaiguri ,16,Maynaguri ,109832,Madhabdanga-Ii
1807,314,Jalpaiguri,2929,Maynaguri,3,Jalpaiguri ,16,Maynaguri ,109824,Barnis
1808,314,Jalpaiguri,2929,Maynaguri,3,Jalpaiguri ,16,Maynaguri ,109830,Khagrabari-Ii
1809,314,Jalpaiguri,2929,Maynaguri,3,Jalpaiguri ,16,Maynaguri ,109825,Churabhandar
1810,314,Jalpaiguri,2929,Maynaguri,3,Jalpaiguri ,16,Maynaguri ,109827,Domohoni-I
1811,314,Jalpaiguri,2929,Maynaguri,3,Jalpaiguri ,16,Maynaguri ,109836,Ramshai
1812,314,Jalpaiguri,2929,Maynaguri,3,Jalpaiguri ,16,Maynaguri ,109831,Madhabdanga-I
1813,314,Jalpaiguri,2929,Maynaguri,3,Jalpaiguri ,16,Maynaguri ,109826,Dharmapur
1814,314,Jalpaiguri,2929,Maynaguri,3,Jalpaiguri ,16,Maynaguri ,109837,Saptibari-I
1815,314,Jalpaiguri,2929,Maynaguri,3,Jalpaiguri ,16,Maynaguri ,109829,Khagrabari-I
1816,314,Jalpaiguri,2929,Maynaguri,3,Jalpaiguri ,16,Maynaguri ,109838,Saptibari-Ii
1817,314,Jalpaiguri,2930,Nagrakata,2,Alipurduars ,21,Nagrakata ,109840,Angrabhasa-Ii
1818,314,Jalpaiguri,2930,Nagrakata,2,Alipurduars ,21,Nagrakata ,109843,Sulkapara
1819,314,Jalpaiguri,2930,Nagrakata,2,Alipurduars ,21,Nagrakata ,109841,Champaguri
1820,314,Jalpaiguri,2930,Nagrakata,2,Alipurduars ,21,Nagrakata ,109842,Luksan
1821,314,Jalpaiguri,2930,Nagrakata,2,Alipurduars ,21,Nagrakata ,109839,Angrabhasa-I
1822,703,Jhargram,2972,Binpur-I,33,Jhargram ,222,Jhargram ,110225,Baita
1823,703,Jhargram,2972,Binpur-I,33,Jhargram ,222,Jhargram ,110232,Ramgarh
1824,703,Jhargram,2972,Binpur-I,33,Jhargram ,222,Jhargram ,110226,Belatikri
1825,703,Jhargram,2972,Binpur-I,33,Jhargram ,222,Jhargram ,110229,Dharampur
1826,703,Jhargram,2972,Binpur-I,33,Jhargram ,222,Jhargram ,110231,Nepura
1827,703,Jhargram,2972,Binpur-I,33,Jhargram ,222,Jhargram ,110224,Andharia
1828,703,Jhargram,2972,Binpur-I,33,Jhargram ,222,Jhargram ,110230,Lalgarh
1829,703,Jhargram,2972,Binpur-I,33,Jhargram ,222,Jhargram ,110227,Binpur
1830,703,Jhargram,2972,Binpur-I,33,Jhargram ,222,Jhargram ,110233,Sijua
1831,703,Jhargram,2972,Binpur-I,33,Jhargram ,222,Jhargram ,110228,Dahijuri
1832,703,Jhargram,2973,Binpur-Ii,33,Jhargram ,237,Binpur ,110237,Bhulaveda
1833,703,Jhargram,2973,Binpur-Ii,33,Jhargram ,237,Binpur ,110236,Bhelaidiha
1834,703,Jhargram,2973,Binpur-Ii,33,Jhargram ,237,Binpur ,110235,Belpahari
1835,703,Jhargram,2973,Binpur-Ii,33,Jhargram ,237,Binpur ,110239,Harda
1836,703,Jhargram,2973,Binpur-Ii,33,Jhargram ,237,Binpur ,110238,Ergoda
1837,703,Jhargram,2973,Binpur-Ii,33,Jhargram ,237,Binpur ,110234,Banspahari
1838,703,Jhargram,2973,Binpur-Ii,33,Jhargram ,237,Binpur ,110241,Sandapara
1839,703,Jhargram,2973,Binpur-Ii,33,Jhargram ,237,Binpur ,110243,Shimulpal
1840,703,Jhargram,2973,Binpur-Ii,33,Jhargram ,237,Binpur ,110242,Shilda
1841,703,Jhargram,2973,Binpur-Ii,33,Jhargram ,237,Binpur ,110240,Kanko
1842,703,Jhargram,2986,Gopiballavpur-I,33,Jhargram ,220,Nayagram ,110364,Satma
1843,703,Jhargram,2986,Gopiballavpur-I,33,Jhargram ,220,Nayagram ,110359,Alampur
1844,703,Jhargram,2986,Gopiballavpur-I,33,Jhargram ,220,Nayagram ,110360,Amarda
1845,703,Jhargram,2986,Gopiballavpur-I,33,Jhargram ,220,Nayagram ,110363,Saria
1846,703,Jhargram,2986,Gopiballavpur-I,33,Jhargram ,220,Nayagram ,110365,Shashrha
1847,703,Jhargram,2986,Gopiballavpur-I,33,Jhargram ,220,Nayagram ,110362,Kendugari
1848,703,Jhargram,2986,Gopiballavpur-I,33,Jhargram ,220,Nayagram ,110361,Gopiballavpur
1849,703,Jhargram,2987,Jambani,33,Jhargram ,237,Binpur ,110373,Kendadangri
1850,703,Jhargram,2987,Jambani,33,Jhargram ,237,Binpur ,110372,Kapgari
1851,703,Jhargram,2987,Jambani,33,Jhargram ,237,Binpur ,110374,Lalbandh
1852,703,Jhargram,2987,Jambani,33,Jhargram ,237,Binpur ,110366,Chilkigarh
1853,703,Jhargram,2987,Jambani,33,Jhargram ,237,Binpur ,110370,Gidhni
1854,703,Jhargram,2987,Jambani,33,Jhargram ,237,Binpur ,110368,Dharsa
1855,703,Jhargram,2987,Jambani,33,Jhargram ,237,Binpur ,110371,Jamboni
1856,703,Jhargram,2987,Jambani,33,Jhargram ,237,Binpur ,110369,Dubra
1857,703,Jhargram,2987,Jambani,33,Jhargram ,237,Binpur ,110375,Parihati
1858,703,Jhargram,2987,Jambani,33,Jhargram ,237,Binpur ,110367,Chinchra
1859,703,Jhargram,2996,Nayagram,33,Jhargram ,220,Nayagram ,110467,Kharikamathani
1860,703,Jhargram,2996,Nayagram,33,Jhargram ,220,Nayagram ,110465,Chandrarekha
1861,703,Jhargram,2996,Nayagram,33,Jhargram ,220,Nayagram ,110460,Baligeria
1862,703,Jhargram,2996,Nayagram,33,Jhargram ,220,Nayagram ,110462,Baranegui
1863,703,Jhargram,2996,Nayagram,33,Jhargram ,220,Nayagram ,110466,Jamirapal
1864,703,Jhargram,2996,Nayagram,33,Jhargram ,220,Nayagram ,110459,Ara
1865,703,Jhargram,2996,Nayagram,33,Jhargram ,220,Nayagram ,110463,Berajal
1866,703,Jhargram,2996,Nayagram,33,Jhargram ,220,Nayagram ,110464,Chandabilla
1867,703,Jhargram,2996,Nayagram,33,Jhargram ,220,Nayagram ,110461,Barakhakri
1868,703,Jhargram,2996,Nayagram,33,Jhargram ,220,Nayagram ,110468,Malam
1869,703,Jhargram,2996,Nayagram,33,Jhargram ,220,Nayagram ,110470,Patina
1870,703,Jhargram,2996,Nayagram,33,Jhargram ,220,Nayagram ,110469,Nayagram
1871,703,Jhargram,3000,Sankrail,33,Jhargram ,221,Gopiballavpur ,110508,Kultikri
1872,703,Jhargram,3000,Sankrail,33,Jhargram ,221,Gopiballavpur ,110511,Ragrah
1873,703,Jhargram,3000,Sankrail,33,Jhargram ,221,Gopiballavpur ,110506,Dhanghori
1874,703,Jhargram,3000,Sankrail,33,Jhargram ,221,Gopiballavpur ,110504,Andhari
1875,703,Jhargram,3000,Sankrail,33,Jhargram ,221,Gopiballavpur ,110510,Pathra
1876,703,Jhargram,3000,Sankrail,33,Jhargram ,221,Gopiballavpur ,110507,Khudmorai
1877,703,Jhargram,3000,Sankrail,33,Jhargram ,221,Gopiballavpur ,110509,Laudaha
1878,703,Jhargram,3000,Sankrail,33,Jhargram ,221,Gopiballavpur ,110512,Rohini
1879,703,Jhargram,3000,Sankrail,33,Jhargram ,221,Gopiballavpur ,110505,Chhatri
1880,703,Jhargram,3000,Sankrail,33,Jhargram ,221,Gopiballavpur ,110513,Sankrail
1881,702,Kalimpong ,2859,Gorubathan,4,Darjeeling,22,Kalimpong ,260975,Garubathan-Ii
1882,702,Kalimpong ,2859,Gorubathan,4,Darjeeling,22,Kalimpong ,260973,Dalim
1883,702,Kalimpong ,2859,Gorubathan,4,Darjeeling,22,Kalimpong ,260980,Rongo
1884,702,Kalimpong ,2859,Gorubathan,4,Darjeeling,22,Kalimpong ,260972,Aahaley
1885,702,Kalimpong ,2859,Gorubathan,4,Darjeeling,22,Kalimpong ,260976,Kumai
1886,702,Kalimpong ,2859,Gorubathan,4,Darjeeling,22,Kalimpong ,260979,Pokhreybong
1887,702,Kalimpong ,2859,Gorubathan,4,Darjeeling,22,Kalimpong ,260974,Garubathan-I
1888,702,Kalimpong ,2859,Gorubathan,4,Darjeeling,22,Kalimpong ,260977,Nim
1889,702,Kalimpong ,2859,Gorubathan,4,Darjeeling,22,Kalimpong ,260978,Patengodak
1890,702,Kalimpong ,2859,Gorubathan,4,Darjeeling,22,Kalimpong ,260981,Samsing
1891,702,Kalimpong ,2859,Gorubathan,4,Darjeeling,22,Kalimpong ,260982,Todeytangta
1892,702,Kalimpong ,2861,Kalimpong-I,4,Darjeeling,22,Kalimpong ,261000,Bhalukhop
1893,702,Kalimpong ,2861,Kalimpong-I,4,Darjeeling,22,Kalimpong ,261015,Tista
1894,702,Kalimpong ,2861,Kalimpong-I,4,Darjeeling,22,Kalimpong ,261001,Bong
1895,702,Kalimpong ,2861,Kalimpong-I,4,Darjeeling,22,Kalimpong ,261008,Pabringtar
1896,702,Kalimpong ,2861,Kalimpong-I,4,Darjeeling,22,Kalimpong ,261002,Dr. Grahams Homes
1897,702,Kalimpong ,2861,Kalimpong-I,4,Darjeeling,22,Kalimpong ,261006,Lower Echhay
1898,702,Kalimpong ,2861,Kalimpong-I,4,Darjeeling,22,Kalimpong ,261004,Kafer Kanke Bong
1899,702,Kalimpong ,2861,Kalimpong-I,4,Darjeeling,22,Kalimpong ,261005,Kalimpong
1900,702,Kalimpong ,2861,Kalimpong-I,4,Darjeeling,22,Kalimpong ,261011,Samthar
1901,702,Kalimpong ,2861,Kalimpong-I,4,Darjeeling,22,Kalimpong ,261007,Neembong
1902,702,Kalimpong ,2861,Kalimpong-I,4,Darjeeling,22,Kalimpong ,261017,Yangmakum
1903,702,Kalimpong ,2861,Kalimpong-I,4,Darjeeling,22,Kalimpong ,261009,Pudung
1904,702,Kalimpong ,2861,Kalimpong-I,4,Darjeeling,22,Kalimpong ,261010,Samalbong
1905,702,Kalimpong ,2861,Kalimpong-I,4,Darjeeling,22,Kalimpong ,261013,Sindepong
1906,702,Kalimpong ,2861,Kalimpong-I,4,Darjeeling,22,Kalimpong ,261012,Seokbir
1907,702,Kalimpong ,2861,Kalimpong-I,4,Darjeeling,22,Kalimpong ,261014,Tashiding
1912,702,Kalimpong ,2862,Kalimpong-Ii,4,Darjeeling,22,Kalimpong ,261023,Lava-Gitabeong
1916,702,Kalimpong ,7354,Lava,4,Darjeeling,22,Kalimpong ,261027,Pedon
1918,702,Kalimpong ,7354,Lava,4,Darjeeling,22,Kalimpong ,261019,Dalapchand
1919,702,Kalimpong ,7354,Lava,4,Darjeeling,22,Kalimpong ,261020,Gitabling
1920,702,Kalimpong ,7354,Lava,4,Darjeeling,22,Kalimpong ,261025,Lole
1921,702,Kalimpong ,7354,Lava,4,Darjeeling,22,Kalimpong ,261026,Payong
1922,702,Kalimpong ,7354,Lava,4,Darjeeling,22,Kalimpong ,261028,Shangse
1923,702,Kalimpong ,7354,Lava,4,Darjeeling,22,Kalimpong ,261029,Shantuk
1924,702,Kalimpong ,7355,Pedong,4,Darjeeling,22,Kalimpong ,261021,Kage
1925,702,Kalimpong ,7355,Pedong,4,Darjeeling,22,Kalimpong ,261022,Kashyong
1926,702,Kalimpong ,7355,Pedong,4,Darjeeling,22,Kalimpong ,261024,Lingseykha
1927,702,Kalimpong ,7355,Pedong,4,Darjeeling,22,Kalimpong ,299521,Lingsey
1929,702,Kalimpong ,7355,Pedong,4,Darjeeling,22,Kalimpong ,261030,Syakiyong
1930,316,Maldah,2932,Bamongola,7,Maldaha Uttar,43,Habibpur ,109857,Chandpur
1931,316,Maldah,2932,Bamongola,7,Maldaha Uttar,43,Habibpur ,109858,Gobindapur-Maheshpur
1932,316,Maldah,2932,Bamongola,7,Maldaha Uttar,43,Habibpur ,109861,Pakuahat
1933,316,Maldah,2932,Bamongola,7,Maldaha Uttar,43,Habibpur ,109859,Jagdala
1934,316,Maldah,2932,Bamongola,7,Maldaha Uttar,43,Habibpur ,109856,Bamongola
1935,316,Maldah,2932,Bamongola,7,Maldaha Uttar,43,Habibpur ,109860,Madnabati
1936,316,Maldah,2933,Chanchal-I,7,Maldaha Uttar,45,Chanchal ,109862,Alihanda
1937,316,Maldah,2933,Chanchal-I,7,Maldaha Uttar,45,Chanchal ,109863,Bhagabanpur
1938,316,Maldah,2933,Chanchal-I,7,Maldaha Uttar,45,Chanchal ,109866,Kharba
1939,316,Maldah,2933,Chanchal-I,7,Maldaha Uttar,45,Chanchal ,109868,Makdampur
1940,316,Maldah,2933,Chanchal-I,7,Maldaha Uttar,45,Chanchal ,109865,Kaligram
1941,316,Maldah,2933,Chanchal-I,7,Maldaha Uttar,45,Chanchal ,109869,Motiharpur
1942,316,Maldah,2933,Chanchal-I,7,Maldaha Uttar,45,Chanchal ,109864,Chanchol
1943,316,Maldah,2933,Chanchal-I,7,Maldaha Uttar,45,Chanchal ,109867,Mahanandapur
1944,316,Maldah,2934,Chanchal-Ii,7,Maldaha Uttar,47,Malatipur ,109876,Malatipur
1945,316,Maldah,2934,Chanchal-Ii,7,Maldaha Uttar,47,Malatipur ,109873,Gourhanda
1946,316,Maldah,2934,Chanchal-Ii,7,Maldaha Uttar,47,Malatipur ,109872,Dhangara-Bishanpur
1947,316,Maldah,2934,Chanchal-Ii,7,Maldaha Uttar,47,Malatipur ,109871,Chandrapara
1948,316,Maldah,2934,Chanchal-Ii,7,Maldaha Uttar,47,Malatipur ,109874,Jalalpur
1949,316,Maldah,2934,Chanchal-Ii,7,Maldaha Uttar,47,Malatipur ,109875,Kshempur
1950,316,Maldah,2934,Chanchal-Ii,7,Maldaha Uttar,47,Malatipur ,109870,Bhakri
1951,316,Maldah,2935,English Bazar,8,Maldaha Dakshin,49,Manikchak ,109885,Milki
1952,316,Maldah,2935,English Bazar,7,Maldaha Uttar,50,Maldaha,109886,Narhatta
1953,316,Maldah,2935,English Bazar,8,Maldaha Dakshin,51,English Bazar ,109883,Kotwali
1954,316,Maldah,2935,English Bazar,8,Maldaha Dakshin,51,English Bazar ,109882,Kajigram
1955,316,Maldah,2935,English Bazar,8,Maldaha Dakshin,51,English Bazar ,109884,Mahadipur
1956,316,Maldah,2935,English Bazar,8,Maldaha Dakshin,51,English Bazar ,109880,Jadupur-I
1957,316,Maldah,2935,English Bazar,8,Maldaha Dakshin,49,Manikchak ,109879,Fulbaria
1958,316,Maldah,2935,English Bazar,8,Maldaha Dakshin,51,English Bazar ,109878,Binodpur
1959,316,Maldah,2935,English Bazar,8,Maldaha Dakshin,51,English Bazar ,109881,Jadupur-Ii
1960,316,Maldah,2935,English Bazar,8,Maldaha Dakshin,51,English Bazar ,109877,Amriti
1961,316,Maldah,2935,English Bazar,8,Maldaha Dakshin,49,Manikchak ,109887,Sovanagar
1962,316,Maldah,2936,Gazole,7,Maldaha Uttar,44,Gazole ,109899,Raniganj-I
1963,316,Maldah,2936,Gazole,7,Maldaha Uttar,44,Gazole ,109898,Pandua
1964,316,Maldah,2936,Gazole,7,Maldaha Uttar,44,Gazole ,109897,Majhra
1965,316,Maldah,2936,Gazole,7,Maldaha Uttar,44,Gazole ,109902,Salaidanga
1966,316,Maldah,2936,Gazole,7,Maldaha Uttar,44,Gazole ,109891,Bairgachhi-Ii
1967,316,Maldah,2936,Gazole,7,Maldaha Uttar,44,Gazole ,109894,Gazole-I
1968,316,Maldah,2936,Gazole,7,Maldaha Uttar,44,Gazole ,109888,Alal
1969,316,Maldah,2936,Gazole,7,Maldaha Uttar,44,Gazole ,109890,Bairgachhi-I
1970,316,Maldah,2936,Gazole,7,Maldaha Uttar,44,Gazole ,109900,Raniganj-Ii
1971,316,Maldah,2936,Gazole,7,Maldaha Uttar,44,Gazole ,109896,Karkach
1972,316,Maldah,2936,Gazole,7,Maldaha Uttar,44,Gazole ,109893,Deotala
1973,316,Maldah,2936,Gazole,7,Maldaha Uttar,44,Gazole ,109889,Babupur
1974,316,Maldah,2936,Gazole,7,Maldaha Uttar,44,Gazole ,109901,Sahajadpur
1975,316,Maldah,2936,Gazole,7,Maldaha Uttar,44,Gazole ,109892,Chaknagar
1976,316,Maldah,2936,Gazole,7,Maldaha Uttar,44,Gazole ,109895,Gazole-Ii
1977,316,Maldah,2937,Habibpur,7,Maldaha Uttar,43,Habibpur ,109909,Jajail
1978,316,Maldah,2937,Habibpur,7,Maldaha Uttar,43,Habibpur ,109910,Kanturka
1979,316,Maldah,2937,Habibpur,7,Maldaha Uttar,43,Habibpur ,109904,Aktail
1980,316,Maldah,2937,Habibpur,7,Maldaha Uttar,50,Maldaha,109903,Aiho
1981,316,Maldah,2937,Habibpur,7,Maldaha Uttar,43,Habibpur ,109908,Habibpur
1982,316,Maldah,2937,Habibpur,7,Maldaha Uttar,43,Habibpur ,109906,Bulbulchandi
1983,316,Maldah,2937,Habibpur,7,Maldaha Uttar,50,Maldaha,109913,Sreerampur
1984,316,Maldah,2937,Habibpur,7,Maldaha Uttar,50,Maldaha,109912,Rishipur
1985,316,Maldah,2937,Habibpur,7,Maldaha Uttar,43,Habibpur ,109905,Baidyapur
1986,316,Maldah,2937,Habibpur,7,Maldaha Uttar,43,Habibpur ,109907,Dhumpur
1987,316,Maldah,2937,Habibpur,7,Maldaha Uttar,43,Habibpur ,109911,Mangalpur
1988,316,Maldah,2938,Harishchandrapur-I,7,Maldaha Uttar,45,Chanchal ,109920,Tulsihatta
1989,316,Maldah,2938,Harishchandrapur-I,7,Maldaha Uttar,45,Chanchal ,109917,Kusidha
1990,316,Maldah,2938,Harishchandrapur-I,7,Maldaha Uttar,46,Harishchandrapur ,109915,Bhingole
1991,316,Maldah,2938,Harishchandrapur-I,7,Maldaha Uttar,46,Harishchandrapur ,109918,Mahendrapur
1992,316,Maldah,2938,Harishchandrapur-I,7,Maldaha Uttar,45,Chanchal ,109914,Barui
1993,316,Maldah,2938,Harishchandrapur-I,7,Maldaha Uttar,45,Chanchal ,109919,Rashidabad
1994,316,Maldah,2938,Harishchandrapur-I,7,Maldaha Uttar,46,Harishchandrapur ,109916,Harishchandrapur
1995,316,Maldah,2939,Harishchandrapur-Ii,7,Maldaha Uttar,46,Harishchandrapur ,109924,Malior-I
1996,316,Maldah,2939,Harishchandrapur-Ii,7,Maldaha Uttar,46,Harishchandrapur ,109921,Daulatpur
1997,316,Maldah,2939,Harishchandrapur-Ii,7,Maldaha Uttar,46,Harishchandrapur ,109927,Sadlichak
1998,316,Maldah,2939,Harishchandrapur-Ii,7,Maldaha Uttar,46,Harishchandrapur ,109922,Doulatnagar
1999,316,Maldah,2939,Harishchandrapur-Ii,7,Maldaha Uttar,46,Harishchandrapur ,109929,Valuka
2000,316,Maldah,2939,Harishchandrapur-Ii,7,Maldaha Uttar,46,Harishchandrapur ,109928,Sultannagar
2001,316,Maldah,2939,Harishchandrapur-Ii,7,Maldaha Uttar,46,Harishchandrapur ,109923,Islampur
2002,316,Maldah,2939,Harishchandrapur-Ii,7,Maldaha Uttar,46,Harishchandrapur ,109925,Malior-Ii
2003,316,Maldah,2939,Harishchandrapur-Ii,7,Maldaha Uttar,46,Harishchandrapur ,109926,Mashaldaha
2004,316,Maldah,2940,Kaliachak-I,8,Maldaha Dakshin,52,Mothabari ,109930,Alinagar
2005,316,Maldah,2940,Kaliachak-I,8,Maldaha Dakshin,53,Sujapur ,109940,Naoda-Jadupur
2006,316,Maldah,2940,Kaliachak-I,8,Maldaha Dakshin,53,Sujapur ,109941,Silampur-I
2007,316,Maldah,2940,Kaliachak-I,8,Maldaha Dakshin,53,Sujapur ,109934,Gayeshbari
2008,316,Maldah,2940,Kaliachak-I,8,Maldaha Dakshin,53,Sujapur ,109935,Jalalpur
